약국명,주소,전화번호
도담약국,"서울특별시 송파구 동남로 209, 1층 101호 (가락동)",02-449-9205
도담약국,"서울특별시 성동구 왕십리로 410, 상가L동 221-1, 222호 (하왕십리동, 센트라스)",02-2294-1185
도림우리들약국,"서울특별시 영등포구 도신로15길 40, 103호 (도림동)",02-831-9630
도봉월드약국,서울특별시 도봉구 마들로 650,02-3491-3158
도봉태평양약국,서울특별시 도봉구 도봉로 821,02-955-6228
도산튼튼약국,"서울특별시 강남구 언주로149길 5, 1층 (논현동)",02-540-2282
도심공항약국,서울특별시 강남구 테헤란로87길 22 2층 (삼성동),02-554-4906
도영약국,"서울특별시 송파구 오금로 507, 거여빌딩 1층 (거여동)",02-404-7355
도원약국,"서울특별시 마포구 마포대로 52, 고려아카데미텔Ⅱ 1층 105호 (도화동)",02-715-3095
도일약국,"서울특별시 서초구 사평대로55길 10, (반포동)",02-548-2348
도토리약국,"서울특별시 금천구 금하로 793, 2동 216호 (시흥동, 벽산아파트)",02-2039-1197
독립문약국,"서울특별시 서대문구 통일로 201, 1층 (영천동)",02-363-2024
독산메디칼약국,서울특별시 금천구 독산로 210 (독산동),02-804-1725
독산종로약국,서울특별시 금천구 독산로 360,02-839-8197
독산중앙약국,"서울특별시 금천구 남부순환로 1372 (독산동, 현경빌딩)",02-851-1630
독수리약국,"서울특별시 서대문구 연세로 36, 독수리빌딩 1층, 2층 (창천동)",02-3147-0770
독수리약국,"서울특별시 강남구 일원로 95, 106호 (일원동)",02-459-8863
독수리약국,"서울특별시 송파구 중대로 135 (가락동, IT벤처타워 동관 101호)",02-2142-1111
독일사약국,"서울특별시 중구 마장로9길 45, 1층 (황학동)",02-2236-0005
독일약국,"서울특별시 마포구 도화4길 19, (도화동)",02-702-3852
독일약국,"서울특별시 구로구 오리로 1297, 1층 (궁동,청파빌딩)",02-2681-9495
독일약국,"서울특별시 종로구 종로 314, (창신동)",02-764-5511
돈암사거리약국,"서울특별시 성북구 동소문로 97, 삼경빌딩 1층 102호 (동소문동6가)",02-928-2208
돌고래약국,"서울특별시 강동구 성안로 187, 지하2층 1호 (천호동)",02-6941-0067
돌곶이온누리약국,"서울특별시 성북구 화랑로 248, 장위뉴타워 102호, 102-1호 (석관동)",02-967-5555
동경약국,"서울특별시 마포구 신촌로16길 4, 1층 101호 (노고산동)",02-334-7668
동광약국,서울특별시 동작구 동작대로 129 (사당동),02-534-7575
동국온누리약국,"서울특별시 중구 서애로1길 16, (필동3가)",02-2267-6767
동그라미약국,"서울특별시 강남구 압구정로 156, 카로시티2빌딩 1층 110호 (신사동)",02-543-6433
동그라미약국,서울특별시 성북구 아리랑로 117-7 (정릉동),050-71314-2457
동남약국,"서울특별시 종로구 종로 124, (종로3가)",02-2273-3233
동남온누리약국,"서울특별시 중랑구 신내로 45, 해성빌딩 1층 (신내동)",02-2207-3356
동남온누리약국,"서울특별시 강동구 성내로 4, (성내동)",02-478-9587
동대문보건약국,서울특별시 동대문구 고산자로28가길 2 (용두동),02-965-7162
동대문연약국,"서울특별시 종로구 종로 272, 동대문종합시장 신관 신관동 지하1층 018호 (종로6가)",02-2274-7889
동대문허브약국,"서울특별시 중구 장충단로 263, 밀리오레상가건물 13층 6호 (을지로6가)",02-3393-0077
동명약국,"서울특별시 강동구 양재대로 1384, 미림빌딩 1층 6호 (둔촌동)",02-472-4321
동명온누리약국,"서울특별시 강남구 선릉로64길 5 (대치동, 라이온스빌딩)",02-555-1950
동묘약국,"서울특별시 종로구 종로58길 44, 1층 (숭인동, 청계 로벤하임)",02-2238-7119
동묘호약국,"서울특별시 종로구 종로 344, 106호 (숭인동, 종로대우디오빌)",02-2233-0961
동문약국,서울특별시 노원구 공릉로59나길 78-10 (하계동),02-949-7070
동문약국,서울특별시 중구 을지로41길 14 (을지로6가),02-2271-1702
동민약국,"서울특별시 성북구 오패산로 99, 102호 (하월곡동, 동민빌딩)",02-6925-0008
동방약국,서울특별시 관악구 인헌6길 9 (봉천동),02-874-2231
동방약국,"서울특별시 노원구 노해로 456, 동방빌딩 1층 (상계동)",02-934-8333
동방약국,서울특별시 강서구 강서로 186 (화곡동) ,02-2605-4250
동백약국,"서울특별시 서대문구 증가로 145, 1층 103호 &#40;남가좌동&#41;",02-6952-1701
동백약국,"서울특별시 금천구 금하로 651, 1층 (시흥동)",02-802-0478
동보당약국,서울특별시 관악구 관악로 236 (봉천동),02-877-3303
동보약국,서울특별시 영등포구 영중로 22  (영등포동3가),02-2678-0362
동부대학약국,"서울특별시 동대문구 무학로 122, 1층 (용두동)",02-921-3212
동부메디칼약국,서울특별시 동대문구 무학로 128 (용두동),02-922-7627
동부약국,서울특별시 성북구  숭인로2길  61 (길음동),02-983-7950
동부약국,서울특별시 용산구 이촌로 245,02-795-6242
동부약국,"서울특별시 중랑구 망우로 503, 동부약국 1층 (망우동)",070-7584-8073
동북약국,"서울특별시 강북구 솔샘로 233, 305호 (미아동)",02-945-5505
동산약국,"서울특별시 동대문구 왕산로 225, A동 1층 32-1호 (청량리동, 미주상가)",02-963-5500
동산약국,"서울특별시 노원구 동일로 1280, 1층 109호,110호 (중계동, 무지개아파트단지내상가)",02-948-9476
동산온누리약국,"서울특별시 강서구 양천로 606, (등촌동)",02-3663-7953
동삼약국,서울특별시 중랑구 면목로 344-1 (면목동),02-433-3760
동서약국,서울특별시 종로구 종로 222 (종로5가),02-2278-2140
동서약국,"서울특별시 송파구 마천로5길 4 (오금동, 4층)",02-403-4737
동서온누리약국,서울특별시 강동구 풍성로37가길 39,02-476-6262
동서옵티마약국,"서울특별시 성북구 동소문로 304, 이재범치과의원 1층 (하월곡동)",02-943-3572
동서울약국,"서울특별시 광진구 강변역로 50, 동서울종합터미널 124호 (구의동)",02-452-0015
동성약국,서울특별시 구로구 디지털로19길 51,02-854-3357
동성약국,"서울특별시 중랑구 겸재로 84, (면목동)",02-432-1653
동성약국,"서울특별시 강남구 삼성로 212  (대치동, 은마아파트)",02-566-3728
동성약국,서울특별시 강서구 금낭화로23길 8,02-2666-5092
동성온누리약국,서울특별시 성북구 안암로 105 (안암동5가),02-923-6788
동시약국,"서울특별시 종로구 종로 202-1 (종로4가, 동흥빌딩)",02-2268-4055
동신당약국,서울특별시 영등포구 양산로 138-1  (당산동1가),02-2677-8277
동아약국,"서울특별시 강동구 천호대로 997, (천호동)",02-485-4195
동아약국,서울특별시 용산구 회나무로 16 (이태원동),02-794-8873
동아약국,서울특별시 종로구 종로 192 (종로4가),02-2285-5702
동아약국,"서울특별시 송파구 올림픽로 114, 2층 (잠실동, 서경빌딩)",02-419-3141
동아약국,서울특별시 중랑구 동일로130길 52  (중화동),02-434-6683
동아약국,"서울특별시 동대문구 서울시립대로 31, 102-119호 (전농동, 동아아파트)",02-2214-7937
동아온누리약국,서울특별시 금천구 시흥대로 371 (독산동),02-804-0582
동안메디약국,"서울특별시 동대문구 천호대로17길 75, 1층 (용두동)",02-962-7244
동암당약국,"서울특별시 동대문구 고산자로44길 2, (제기동)",02-967-6741
동우약국,서울특별시 서초구 남부순환로356길 15,02-574-2678
동원약국,"서울특별시 성북구 길음로 11, 근린생활시설동2층 247호 (길음동, 길음역롯데캐슬트윈골드아파트)",02-941-4621
동원약국,서울특별시 관악구 신림로 360-1 (신림동),02-883-7525
동의보감한약국,"서울특별시 강남구 헌릉로571길 56-1, 101호 (세곡동)",02-407-5678
동의삼성약국,서울특별시 송파구 거마로22길 49  (마천동),02-400-2636
동의송도약국,"서울특별시 강서구 강서로54길 79, 1층 (등촌동)",02-2659-0832
동의온누리약국,서울특별시 강남구 논현로64길 22 1층 (역삼동),02-508-3597
동인약국,서울특별시 종로구 창신길 11,02-743-7371
동인약국,"서울특별시 관악구 인헌길 76, 1층 (봉천동)",02-872-0088
동인프라자약국,서울특별시 양천구 남부순환로40길 13 (신월동),02-2605-9844
동인프라자온누리약국,"서울특별시 강남구 밤고개로1길 10, 117-2호 (수서동, 수서현대벤쳐빌)",02-3411-3388
동일약국,서울특별시 양천구 월정로 139-1,02-2625-2282
동일프라자약국,"서울특별시 양천구 신정로7길 60-5, 107호(신정동,동일프라자빌딩)",02-2687-9416
동주약국,서울특별시 강동구 명일로 243 (길동),02-486-2664
동틀약국,서울특별시 성동구 동일로 135(성수동2가),02-465-0085
동해물약국,"서울특별시 구로구 구로동로 138, 1층 (구로동)",02-863-5333
동해물약국,"서울특별시 서초구 동광로12가길 42, 1층 (방배동)",02-594-3141
동현당약국,"서울특별시 강남구 언주로146길 18  (논현동, 동현아파트)",02-547-8207
동호약국,서울특별시 강남구 테헤란로114길 16,02-567-3935
동호일층약국,"서울특별시 중랑구 동일로 925, 1층 (묵동)",02-949-1630
두드림온누리약국,"서울특별시 동대문구 천호대로 267, DANA 1층 102호 (답십리동)",02-6949-5444
두레약국,"서울특별시 강동구 고덕로83길 6, 101호 (고덕동)",02-429-1662
두레약국,"서울특별시 은평구 증산로9길 13, 105호 (증산동, 문영마운틴아파트)",02-305-8887
두루미약국,"서울특별시 강동구 고덕로 262, 고덕역 효성해링턴 타워 더퍼스트 110호,111호 (명일동)",02-426-1007
두리약국,서울특별시 강남구 일원로 35,02-445-3188
두리약국,"서울특별시 성북구 돌곶이로 37, 1층 (석관동, 상지빌딩)",02-969-3394
두리약국,"서울특별시 송파구 송이로 239, 도은빌딩 1층 4호 (문정동)",02-431-7999
두리약국,서울특별시 서초구 사임당로 180,02-583-9305
두산약국,"서울특별시 관악구 봉천로 391, 113호 (봉천동, 두산아파트)",028882369
두산약국,"서울특별시 구로구 구로중앙로 16, 1층(구로동)",02-859-6414
두산약국,"서울특별시 종로구 지봉로 39-1, (창신동)",02-747-4541
둔촌세계로약국,"서울특별시 강동구 양재대로 1319, 102호 (성내동)",02-471-4700
둔촌온누리약국,"서울특별시 강동구 양재대로 1325, 102,103호 (성내동)",02-473-2448
드림삼성약국,"서울특별시 관악구 구암길 106, 206호 (봉천동, 관악드림타운 분산상가동)",02-871-8432
드림약국,서울특별시 중랑구 사가정로 395 (면목동),02-432-6641
드림약국,"서울특별시 서초구 서초중앙로22길 8, 행림약품 1층 2호 (서초동)",02-522-5776
드림약국,"서울특별시 도봉구 마들로 650, 3층 319호 (방학동, 도봉월드상가)",02-955-0082
드림약국,"서울특별시 송파구 올림픽로35길 10, 파크리오 B동 201호 (신천동)",02-423-2771
드림약국,서울특별시 강남구 논현로 717,02-548-3856
드림약국,"서울특별시 노원구 동일로 1677, 1층 (상계동, 제성빌딩)",02-937-0400
드림약국,서울특별시 서대문구 수색로 26 (남가좌동),02-302-7111
드림약국,"서울특별시 강북구 덕릉로 136, 2층 (번동, 삼양빌딩)",02-853-1854
드림약국,"서울특별시 양천구 목동서로 256, 동문빌딩 1층 (목동)",02-2654-9503
드림약국,"서울특별시 영등포구 영중로 15, 타임스퀘어 지하1층 128-2호 (영등포동4가)",02-2068-1636
드림약국,"서울특별시 동대문구 천호대로 26, 117호 (신설동)",02-2231-9196
드림약국,서울특별시 성북구 돌곶이로27길 79 (장위동),02-916-6222
드림온누리약국,서울특별시 양천구 목동중앙본로 68-1 (목동),02-2062-8872
드림캐슬약국,"서울특별시 송파구 중대로 126, 1층 101호 (가락동)",070-7576-2226
드림케어약국,서울특별시 강남구 압구정로 162 (신사동) 1층 107호,070-8848-2878
드림팜약국,"서울특별시 강동구 아리수로93길 27, 405호(강일동,강일타워)",02-441-7582
든든약국,"서울특별시 성동구 아차산로 113, 삼진빌딩 3층 303-2호 (성수동2가)",02-469-0749
디딤온누리약국,"서울특별시 광진구 천호대로 653, 1층 (중곡동)",02-456-9972
디엠씨4번출구약국,서울특별시 은평구 수색로 지하 175 1층 003호,02-2039-0190
디엠씨진약국,"서울특별시 은평구 수색로 217, 1층 133호 (수색동, 디엠씨 자이1단지)",02-303-6288
디오빌약국,서울특별시 영등포구 당산로 222,02-2633-5545
디타워약국,"서울특별시 종로구 통일로 134, 디타워(돈의문) 지하1층 (평동)",02-6390-5753
따뜻한약국,"서울특별시 종로구 종로 19, 르메이에르종로타운1 304-1호 (종로1가)",0220757333
딸기약국,"서울특별시 노원구 화랑로51길 78, 상가동 1층 103호 (공릉동, 비선아파트)",02-978-1430
땡큐약국,"서울특별시 강동구 천호대로 1116, 1층 103호 (성내동, 라이저강동빌딩)",070-4184-0026
뚝도약국,"서울특별시 광진구 뚝섬로 595, 1층 (자양동)",02-454-3222
뚝섬1번약국,"서울특별시 성동구 아차산로 15-8, DS빌딩 (성수동1가)",02-6956-0019
뚝섬스타약국,"서울특별시 성동구 아차산로 42, 지하1층 (성수동1가)",02-499-2600
라라약국,"서울특별시 강남구 테헤란로 125, 지하1층 (역삼동)",070-7705-7339
라라약국,"서울특별시 노원구 동일로203가길 29, 271호, 272호 (중계동, 중계브라운스톤)",02-948-8823
라라약국,"서울특별시 관악구 남부순환로 1619, 영일빌딩 1층 (신림동)",02-000-0000
라라온누리약국,"서울특별시 강북구 도봉로 295, 1층 (수유동)",02-998-1335
라미약국,"서울특별시 송파구 올림픽로8길 20, 잠실아이파크 1층 A115호 (잠실동)",02-412-0199
라벤더약국,"서울특별시 서초구 강남대로 449, 영신빌딩 지하2층 (서초동)",050-71399-1085
라온365온누리약국,"서울특별시 강서구 화곡로 166, 1층 (화곡동)",02-2699-6924
라온약국,"서울특별시 송파구 올림픽로 240, 잠실지하광장 지하도상가 1호 (잠실동)",02-3431-4485
